Aebp2	Snai2
Aire	Bmp2
Aire	F11
Apc	Ctnnb1
Apc	Myc
Apc	Tcf4
Apex1	Apod
Apex1	Ccl12
Apex1	Nfkb1
Apex1	Ptgs2
Apex1	Rela
Arid5b	Sox9
Ash1l	Tgfb1
Ash1l	Timp1
Batf2	Ccl5
Batf2	Nos2
Batf2	Tnf
Batf3	Irf8
Bcl3	Ctsl
Bcl3	Cxcl10
Bcl3	Fbxo32
Bcl3	Ifng
Bcl3	Il23a
Bcl3	Nfkb1
Bcl3	Nfkb2
Bcl3	Nos1
Bcl3	Tnf
Bcl3	Tnfaip3
Bcl3	Tnfrsf12a
Bcl3	Trim63
Bcl3	Ubc
Bcl6	Batf
Bcl6	Bcl6
Bcl6	Cdkn2b
Bcl6	Gata3
Bcl6	Hdac7
Bcl6	Ifng
Bcl6	Il17a
Bcl6	Il9
Bcl6	Mir21a
Bcl6	Myc
Bcl6	Rorc
Bcl6	Socs2
Bcl6	Tbx21
Bmi1	Cdkn2d
Bmi1	Dkk1
Bmi1	Hmga2
Bmi1	Nanog
Bmi1	Nfkb1
Bmi1	Pten
Bub3	Apod
Cd7	Nfkb1
Cdx1	Ccl25
Cdx1	Cdx2
Cdx2	Ccl25
Cdx2	Cdh17
Cdx2	Cdx1
Cdx2	Cdx4
Cdx2	Glb1
Cdx2	Heph
Cdx2	Mgam
Cdx2	Nanog
Cdx2	Shh
Cdx2	Sis
Cdx2	Xist
Cebpe	Mxd1
Chd4	Jun
Chd4	Ngfr
Chd8	Myc
Chd8	Stat3
Chd8	Tcf4
Ciita	Col1a2
Ciita	Nfatc1
Ciita	Oscar
Cited2	Fgf9
Cited2	Ldhb
Cited2	Ldhd
Cited2	Mmp9
Cited2	Nr5a1
Cited2	Pdk2
Cited2	Pdk4
Cited2	Smad3
Cited2	Wnt4
Cnot3	Myc
Cnot3	Zfx
Creb3l1	Gcm1
Creb3l1	Mmp3
Creb3l1	Slc1a4
Crebbp	Bcl2
Crebbp	Birc5
Crebbp	Tdgf1
Crebbp	Crebbp
Crebbp	Cyp11a1
Crebbp	Esr1
Crebbp	F7
Crebbp	Fos
Crebbp	Fosb
Crebbp	Foxp3
Crebbp	Fth1
Crebbp	Gh
Crebbp	Grip1
Crebbp	Hgf
Crebbp	Ifnb1
Crebbp	Il6
Crebbp	Krt16
Crebbp	Mt1
Crebbp	Nfkb1
Crebbp	Socs3
Crebbp	Sst
Crebbp	Star
Crebbp	Tnf
Csf2	Itgb3
Ctf1	Tgfb1
Ctnnb1	Axin2
Ctnnb1	Bcl2l1
Ctnnb1	Birc5
Ctnnb1	Casp3
Ctnnb1	Cdh1
Ctnnb1	Cdx1
Ctnnb1	Cdx2
Ctnnb1	Cdx4
Ctnnb1	Cyp19a1
Ctnnb1	Ephb2
Ctnnb1	Fas
Ctnnb1	Fgfbp1
Ctnnb1	Vegfd
Ctnnb1	Gast
Ctnnb1	Glul
Ctnnb1	Grem2
Ctnnb1	Inha
Ctnnb1	Lect2
Ctnnb1	Lhb
Ctnnb1	Met
Ctnnb1	Mitf
Ctnnb1	Mmp7
Ctnnb1	Myc
Ctnnb1	Nanog
Ctnnb1	Nr0b1
Ctnnb1	Pdgfra
Ctnnb1	Ptgs2
Ctnnb1	Rapsn
Ctnnb1	Slc2a1
Ctnnb1	Smc3
Ctnnb1	Tcf4
Ctnnb1	Twist1
Ctnnb1	Vegfa
Ctnnb1	Wisp1
Ctnnb1	Wnt4
Ctr9	Il6
Dach1	Cxcl15
Dach1	Klf4
Dach1	Lin28a
Dach1	Nanog
Daxx	Birc2
Daxx	Birc3
Daxx	Nr5a1
Daxx	Mapk8ip1
Ddx58	Ifnb1
Dmap1	Bmi1
Dmtf1	Areg
Dmtf1	Ccnd2
Dmtf1	Egr1
Dmtf1	Junb
Dmtf1	Tsp1
Dnmt3a	Dpp6
Dnmt3a	Ifng
Dnmt3a	Mt1
Dnmt3a	Nanog
Egr1	Ache
Egr1	Birc5
Egr1	Bnip3
Egr1	Cacna1h
Egr1	Cat
Egr1	Ccl2
Egr1	Ccnd2
Egr1	Cdkn2d
Egr1	Chrna7
Egr1	Crebbp
Egr1	Cxcl2
Egr1	Eno1
Egr1	Epo
Egr1	F3
Egr1	Fas
Egr1	Gadd45b
Egr1	Ggps1
Egr1	Gnrh1
Egr1	Hsd11b2
Egr1	Icam1
Egr1	Ifngr1
Egr1	Igf1r
Egr1	Il1b
Egr1	Il2
Egr1	Il4
Egr1	Itga7
Egr1	Itgb6
Egr1	Jun
Egr1	Jund
Egr1	Lhb
Egr1	Ltb
Egr1	Map1lc3b
Egr1	Mapk14
Egr1	Mapk8
Egr1	Met
Egr1	Mmp14
Egr1	Mmp9
Egr1	Ngb
Egr1	Ngfr
Egr1	Ntrk1
Egr1	Pnmt
Egr1	Pten
Egr1	Ptges
Egr1	Ptges2
Egr1	Ptprz1
Egr1	Rcan1
Egr1	Serpine1
Egr1	Smad7
Egr1	Socs1
Egr1	Stim1
Egr1	Syn2
Egr1	Tk1
Egr1	Tnf
Egr1	Wnt4
Egr1	Il12a
Egr3	Fasl
Egr3	Ifngr1
Egr3	Ngfr
Egr4	Nfkb1
Egr4	Slc12a5
Eif2ak2	Stat1
Elf5	Ccnd2
Elf5	Stat5a
Elk1	Egr1
Elk1	Fos
Elk1	Il6
Elk1	Mylk3
Elk1	Tbp
Elk3	Nos2
Elk3	Serpine1
Ell3	Zeb1
Ell3	Zeb2
Epas1	Abcg2
Epas1	Cited2
Epas1	Col10a1
Epas1	Efna1
Epas1	Epo
Epas1	Flt1
Epas1	Fxn
Epas1	Kdr
Epas1	Serpine1
Epas1	Vcam1
Epo	Osm
Epor	Cish
Esr1	Bmp2
Esr1	Casp12
Esr1	Cyp19a1
Esr1	Fasl
Esr1	Fos
Esr1	H19
Esr1	Ltf
Esr1	Myc
Esr1	Nell2
Esr1	Pik3r1
Esr1	Ptgs1
Esr1	Slc2a4
Esr1	Slc7a1
Esr1	Stat3
Esr1	Stat5a
Esr1	Tac2
Esr1	Vegfa
Esr2	Akt1
Esr2	Bcl2
Esr2	Bmp2
Esr2	Casp3
Esr2	Igf1r
Esr2	Mapk3
Esr2	Mapk8
Esr2	Nell2
Esr2	Ptgs1
Esr2	Slc2a4
Esr2	Stat5a
Esr2	Vegfa
Esrrb	Nanog
Esrrb	Nr0b1
Esrrb	Usp17le
Esrrg	Mir127
Esrrg	Mir433
Esrrg	Nr0b1
Esrrg	Yy1
Etv4	Ccnd2
Etv4	Erbb2
Etv4	Gpx5
Etv4	Mmp3
Etv4	Mmp7
Etv4	Mmp9
Etv4	Plau
Etv4	Ptgs2
Etv4	Twist1
Etv4	Zhx1
Etv5	Cav1
Etv5	Elmo1
Etv5	Il17a
Etv5	Il17f
Etv5	Parg
Etv5	Ptgs2
Ezh2	Bad
Ezh2	Creb3l1
Ezh2	Dkk1
Ezh2	Il17a
Ezh2	Il17f
Ezh2	Il9
Ezh2	Nanog
Ezh2	Tbx21
Ezh2	Unc5b
Fhl2	Fos
Fos	Acp5
Fos	Bmp2
Fos	Ccl5
Fos	Crh
Fos	Cxcl15
Fos	Dcstamp
Fos	Egr1
Fos	Fam89b
Fos	Fos
Fos	Gnrh1
Fos	Gria1
Fos	Grik2
Fos	H2-K1
Fos	Hmgcr
Fos	Ifne
Fos	Igk
Fos	Il1rl1
Fos	Il2
Fos	Il27
Fos	Il6
Fos	Jun
Fos	Krt18
Fos	Mapk8
Fos	Mmp2
Fos	Mmp9
Fos	Mt1
Fos	Nacc1
Fos	Nck2
Fos	Nefl
Fos	Nfatc1
Fos	Ngf
Fos	Nos2
Fos	Nr3c1
Fos	Pdpn
Fos	Penk
Fos	Plau
Fos	Ppp1r3b
Fos	Slc10a2
Fos	Socs3
Fos	Src
Fos	Srr
Fos	Srxn1
Fos	Star
Fos	Stim1
Fos	Tff2
Fos	Tgfb1
Fos	Tinagl1
Fos	Tpsab1
Fos	Tslp
Fos	Wee1
Fosb	Cdh1
Fosb	Fos
Fosb	Mmp2
Fosl2	Relb
Fosl2	Tcirg1
Fosl2	Tgfb1
Fosl2	Tgfb3
Foxa3	Cdx2
Foxh1	Gsc
Foxh1	Mixl1
Foxh1	Nodal
Foxh1	Smad2
Foxl2	Fshb
Foxl2	Mc2r
Foxl2	Sf1
Foxm1	Axin2
Foxm1	Brip1
Foxm1	Cdh1
Foxm1	Ikbkb
Foxm1	Lama4
Foxm1	Lif
Foxm1	Myc
Foxm1	Nfkb2
Foxm1	Prrc2a
Foxm1	Ptgs2
Foxm1	Sftpb
Foxm1	Snai1
Foxm1	Snai2
Foxm1	Socs3
Foxm1	Stat3
Foxp3	Ctla4
Foxp3	Erbb2
Foxp3	Ifng
Foxp3	Il17a
Foxp3	Il2
Foxp3	Il22
Foxp3	Il2ra
Foxp3	Nfkb1
Foxp3	Opn1sw
Foxp3	Skp2
Foxp3	Tnfrsf18
Fus	Sod2
Gata3	Cdx2
Gata3	Dlc1
Gata3	Foxp3
Gata3	Ifng
Gata3	Il10
Gata3	Il13
Gata3	Il24
Gata3	Il3
Gata3	Il4
Gata3	Tbx21
Gcgr	Crh
Gli1	Cdh1
Gli1	Foxm1
Gli1	Has2
Gli1	Nhlh1
Gli1	Pdgfra
Gnrh1	Lhb
Gsc	Foxh1
Gsc	Gsc2
Gsc	Mixl1
Hdac11	Il10
Hdac2	Ccl12
Hdac2	Grm2
Hdac2	Nfkbia
Hdac2	Nos2
Hdac2	Star
Hdac3	Bcl2l1
Hdac3	Fos
Hdac3	Jun
Hdac3	Nfkbia
Hdac3	Phlpp1
Hgf	Met
Hic1	Efna1
Hif1a	Fam162a
Hif1a	Bace1
Hif1a	Cited2
Hif1a	Crebbp
Hif1a	Ctgf
Hif1a	Epo
Hif1a	Mdk
Hif1a	Mt1
Hif1a	Pfkfb3
Hif1a	Ptgs2
Hif1a	Serpine1
Hif1a	Snai1
Hif1a	Tuft1
Hif1a	Vegfa
Hlx	Il12a
Hlx	Il12b
Hmga2	Cdh1
Hmga2	Igf2bp2
Hmga2	Mia
Hmga2	Nfkb1
Hmga2	Snai1
Hmga2	Snai2
Hmga2	Twist1
Hnrnpk	Slc1a2
Id4	Esr1
Ifih1	Ifnb1
Ikbkb	Ccl19
Ikbkb	Cxcl10
Ikbkb	Cxcl11
Ikbkb	Cxcl2
Ikbkb	Cxcl9
Ikbkb	Nfkb1
Ikbkb	Nfkbia
Ikbkb	Ptgs2
Ikbkb	Rps6kb1
Ikbkb	Tnf
Ikzf2	Il2
Ikzf2	Rc3h1
Ikzf3	Myc
Il17a	Il1b
Il17a	Tnf
Il4	Itgb3
Ilk	Mmp9
Irf1	Ccl5
Irf1	Cfb
Irf1	Ciita
Irf1	Cxcl10
Irf1	Cxcl11
Irf1	Foxp3
Irf1	Gbp2
Irf1	Ifnb1
Irf1	Ifng
Irf1	Il12a
Irf1	Il12b
Irf1	Il27
Irf1	Il4
Irf1	Mapk14
Irf1	Myd88
Irf1	Nos2
Irf1	Socs1
Irf1	Tap1
Irf1	Tap2
Irf1	Tnf
Irf1	Upp1
Irf2	Cxcl11
Irf2	Ifnb1
Irf4	Cdkn2b
Irf4	Cxcl9
Irf4	Il10
Irf4	Il1b
Irf4	Il4
Irf4	Il9
Irf4	Nfatc2
Irf4	Zbtb20
Irf8	Bcr
Irf8	C1qb
Irf8	Cd8a
Irf8	Ccl5
Irf8	Cdkn2b
Irf8	Cflar
Irf8	Fancc
Irf8	Gas2
Irf8	Ifng
Irf8	Il12a
Irf8	Il12b
Irf8	Il1b
Irf8	Il27
Irf8	Il12
Irf8	Jak1
Irf8	Nf1
Irf8	Nos2
Irf8	Slc11a1
Irf8	Tnf
Irx5	Kcnd2
Jun	Aqp5
Jun	B4galnt1
Jun	Bcl3
Jun	Bmp2
Jun	Cat
Jun	Ccl12
Jun	Ccl2
Jun	Ccl5
Jun	Ccnd2
Jun	Ccnd3
Jun	Cd14
Jun	Cebpd
Jun	Col10a1
Jun	Col3a1
Jun	Crh
Jun	Csf2
Jun	Ctse
Jun	Ctsk
Jun	Cxcl1
Jun	Cxcl15
Jun	Cxcl2
Jun	Cyp11a1
Jun	Cyp19a1
Jun	Dcstamp
Jun	Defb2
Jun	Dmtf1
Jun	Eno2
Jun	Esr1
Jun	Fam89b
Jun	Fgf7
Jun	Fos
Jun	Gast
Jun	Gclc
Jun	Gfap
Jun	Slc2a1
Jun	Gnrh1
Jun	Gnrhr
Jun	Hmgcr
Jun	Icam1
Jun	Ifng
Jun	Ifne
