asnC	asnC	-
asnC	asnA	+
asnC	mnmG	-
asnC	mioC	-
fur	fhuC	-
fur	fecI	-
fur	fepC	-
fur	fepD	-
fur	fur	-
fur	hmp	-
fur	katG	-
fur	metH	-
fur	metJ	-
fur	purR	-
fur	sodB	+
fur	tonB	+-
fur	entS	+-
fur	sufA	-
fur	tfaQ	-
fur	sufE	-
fur	sufS	-
fur	sufD	-
fur	sufC	-
fur	sufB	-
fur	mntH	-
fur	yhhY	-
fur	fhuF	-
iscR	sufA	+
iscR	sufE	+
iscR	sufS	+
iscR	sufD	+
iscR	sufC	+
iscR	sufB	+
iscR	iscR	-
metJ	metF	-
metJ	metK	-
metJ	metL	-
metJ	metR	-
metJ	yeiB	-
metJ	folE	-
metJ	ahpC	-
metJ	ahpF	-
metJ	metQ	-
metJ	metN	-
metJ	metI	-
metJ	metA	-
metJ	metB	-
metJ	metC	-
metJ	metE	-
metR	glyA	+
metR	hmp	+
metR	metR	-
metR	metE	+
metR	metH	+
metR	metA	+
nac	asnC	-
nac	nac	-
nac	gdhA	-
nac	mnmG	-
nac	mioC	-
nac	codA	+
nac	codB	+
nsrR	wzzE	-
nsrR	ydbD	-
nsrR	tadA	-
nsrR	sufA	-
nsrR	wzxE	-
nsrR	dkgB	-
nsrR	tehB	-
nsrR	grxD	-
nsrR	sufE	-
nsrR	sufS	-
nsrR	sufD	-
nsrR	sufC	-
nsrR	sufB	-
nsrR	rffT	-
nsrR	hmp	-
nsrR	infC	-
nsrR	sodB	-
nsrR	thrS	-
oxyR	sufB	+
oxyR	flu	-
oxyR	mntH	+
oxyR	fhuF	-
oxyR	uof	+
oxyR	sufC	+
oxyR	sufD	+
oxyR	sufS	+
oxyR	sufE	+
oxyR	dsbG	+
oxyR	yhjA	+
oxyR	trxC	+
oxyR	ahpF	+
oxyR	ahpC	+
oxyR	sufA	+
oxyR	oxyR	-
oxyR	katG	+
oxyR	hemH	+
oxyR	grxA	+
oxyR	fur	+
oxyR	gor	+
phoP	mgtA	+
phoP	borD	+
phoP	ybjG	+
phoP	slyB	+-
phoP	mgrB	+
phoP	yrbL	+
phoP	argD	-
phoP	hemL	+
phoP	metB	+
phoP	metL	+
phoP	phoP	+-
phoP	phoQ	+-
phoP	purD	+
phoP	purH	+
phoP	rstB	+
phoP	pagP	+
purR	codB	-
purR	hflD	-
purR	cvpA	-
purR	glnB	-
purR	glyA	-
purR	prs	-
purR	purA	-
purR	purC	-
purR	purD	-
purR	purE	-
purR	purF	-
purR	codA	-
purR	purB	-
purR	ubiX	-
purR	speB	-
purR	speA	-
purR	pyrD	-
purR	pyrC	-
purR	purR	-
purR	purN	-
purR	purM	-
purR	purL	-
purR	purH	-
purR	purK	-
