0	1
2	1
49	1
71	1
202	1
0	2
4	2
7	2
240	2
2	3
4	3
11	4
2	5
6	5
66	5
0	6
2	6
187	6
247	6
2	8
7	8
32	8
104	8
114	8
124	8
135	8
225	8
231	8
249	8
2	9
4	9
248	9
2	10
6	10
4	12
11	12
56	12
168	12
2	13
2	14
13	14
185	14
191	14
233	14
2	15
6	15
7	15
13	15
16	15
29	15
122	15
2	16
0	17
6	17
4	18
4	19
18	19
73	19
166	19
243	19
2	20
4	20
38	20
135	20
227	20
246	20
2	21
7	21
106	21
4	22
11	22
15	23
15	24
15	25
20	26
15	27
29	27
110	27
15	28
115	28
15	29
15	30
66	30
10	31
0	32
5	32
20	33
22	33
93	33
152	33
180	33
194	33
206	33
250	33
3	34
12	35
217	35
14	36
128	36
5	37
119	37
6	38
52	38
186	38
236	38
14	39
180	39
14	40
71	40
17	41
37	41
160	41
1	42
21	43
12	44
10	45
24	45
129	45
151	45
180	45
15	46
68	46
15	47
84	47
158	47
15	48
112	48
123	48
5	49
226	49
245	49
15	50
15	51
204	51
1	52
88	52
117	52
189	52
3	53
10	54
15	55
212	55
229	55
10	56
3	57
15	58
6	59
10	60
31	60
19	61
21	61
248	61
12	62
15	62
127	62
167	62
174	62
195	62
17	63
93	63
15	64
118	64
15	65
55	65
4	66
20	66
78	66
139	66
180	66
241	66
1	67
88	67
20	68
15	69
14	70
193	70
0	71
15	71
54	71
13	72
15	72
130	72
3	73
43	73
47	73
140	73
146	73
188	73
19	74
21	74
6	75
21	76
17	77
8	78
21	79
151	79
3	80
17	81
12	82
18	82
15	83
17	84
3	85
58	85
70	85
20	86
158	86
21	87
6	88
210	88
15	89
37	89
15	90
16	90
76	90
171	90
212	90
6	91
152	91
15	92
15	93
61	93
82	93
131	93
158	93
170	93
189	93
15	94
247	94
15	95
148	95
15	96
15	97
12	98
19	99
15	100
64	100
236	100
15	101
15	102
112	102
138	102
196	102
15	103
71	103
114	103
225	103
244	103
12	104
77	104
17	105
19	106
5	107
13	107
178	107
16	108
19	108
173	108
9	109
15	110
48	110
240	110
6	111
177	111
8	112
115	112
9	113
62	113
192	113
19	114
14	115
15	116
118	116
144	116
15	117
24	117
71	117
225	117
15	118
21	118
23	118
24	118
40	118
63	118
138	118
149	118
208	118
239	118
241	118
10	119
131	119
2	120
14	120
51	120
110	120
131	120
230	120
15	121
15	122
14	123
220	123
245	123
15	124
43	124
91	124
130	124
245	124
15	125
57	125
89	125
3	126
10	126
161	126
3	127
168	127
188	127
15	128
231	128
244	128
7	129
11	129
15	129
76	129
3	130
3	131
145	131
8	132
8	133
15	133
60	133
190	133
5	134
17	134
81	134
14	135
15	135
9	136
15	137
10	138
62	138
12	139
3	140
62	140
103	140
236	140
15	141
8	142
117	142
193	142
1	143
17	144
174	144
21	145
138	145
10	146
15	147
6	148
10	148
34	148
105	148
12	149
21	150
8	151
14	152
161	152
9	153
12	153
20	154
5	155
21	156
203	156
8	157
94	157
119	157
17	158
15	159
86	159
92	159
162	159
15	160
15	161
21	162
17	163
15	164
15	165
24	165
113	165
133	165
15	166
25	166
59	166
247	166
15	167
15	168
15	169
14	170
18	170
15	171
67	171
96	171
223	171
10	172
15	172
15	173
132	173
15	174
15	175
15	176
77	176
130	176
167	176
191	176
198	176
15	177
21	177
141	177
147	177
170	177
15	178
15	179
15	180
15	181
20	181
39	181
56	181
132	181
203	181
15	182
15	183
28	183
133	183
14	184
8	185
73	185
17	186
152	186
20	187
15	188
6	189
15	189
15	190
15	191
29	191
15	192
99	192
22	193
15	194
125	194
15	195
15	196
164	196
15	197
96	197
218	197
15	198
15	199
15	200
121	200
9	201
15	202
57	202
108	202
155	202
162	202
231	202
235	202
14	203
20	204
140	204
179	204
15	205
1	206
65	206
124	206
148	206
241	206
15	207
15	208
69	208
15	209
43	209
15	210
216	210
12	211
30	211
71	211
90	211
108	211
205	211
17	212
14	213
15	213
15	214
128	214
224	214
15	215
15	216
80	216
183	216
15	217
15	218
15	219
15	220
186	220
223	220
15	221
246	221
15	222
169	222
22	223
15	224
92	224
228	224
15	225
25	225
87	225
201	225
209	225
223	225
245	225
15	226
232	226
15	227
15	228
123	228
213	228
7	229
8	229
141	229
151	229
157	229
164	229
203	229
238	229
0	230
6	230
15	230
73	230
107	230
4	231
4	232
126	232
250	232
4	233
12	233
66	233
73	233
93	233
177	233
187	233
7	234
52	234
61	234
7	235
52	235
4	236
4	237
14	237
19	237
4	238
4	239
187	239
4	240
52	240
176	240
4	241
4	242
66	242
4	243
4	244
15	244
47	244
107	244
127	244
152	244
4	245
187	245
240	245
4	246
39	246
4	247
29	247
4	248
4	249
4	250
