1	0
133	0
152	0
267	0
293	0
474	0
764	0
800	0
2	1
351	1
743	1
0	2
5	2
9	2
76	2
697	2
0	3
8	3
549	3
717	3
1	4
2	4
45	4
56	4
69	4
133	4
583	4
688	4
800	4
804	4
832	4
2	6
0	7
17	7
19	7
576	7
579	7
796	7
0	8
144	8
627	8
862	8
1	10
147	10
314	10
486	10
502	10
0	11
9	11
319	11
497	11
691	11
0	12
122	12
272	12
2	13
811	13
0	14
1	14
33	14
394	14
811	14
0	15
1	15
19	15
38	15
131	15
154	15
170	15
309	15
355	15
667	15
2	16
30	16
38	16
282	16
286	16
519	16
2	17
62	17
558	17
0	18
691	18
2	20
53	20
205	20
251	20
490	20
623	20
653	20
779	20
11	21
343	21
760	21
782	21
2	22
64	22
566	22
864	22
0	23
101	23
448	23
3	24
458	24
575	24
2	25
241	25
971	25
2	26
0	27
2	28
11	29
527	29
884	29
1	31
404	31
1	32
19	32
11	33
658	33
13	34
178	34
196	34
305	34
366	34
504	34
614	34
769	34
866	34
2	35
547	35
11	36
594	36
11	37
846	37
0	38
2	39
83	39
312	39
652	39
870	39
887	39
895	39
954	39
26	40
59	40
174	40
354	40
528	40
596	40
597	40
697	40
804	40
829	40
861	40
1	41
0	42
9	42
124	42
221	42
289	42
294	42
295	42
732	42
780	42
837	42
845	42
0	43
885	43
0	44
23	45
446	45
715	45
0	46
19	46
82	46
88	46
93	46
112	46
213	46
397	46
502	46
960	46
9	47
316	47
456	47
11	48
50	48
98	48
222	48
291	48
400	48
482	48
662	48
827	48
924	48
1	49
3	49
612	49
9	50
0	51
2	52
11	54
878	54
9	55
1	57
146	57
25	58
402	58
576	58
0	59
11	60
79	60
131	60
256	60
269	60
1	61
19	61
368	61
453	61
927	61
1	62
114	62
117	62
422	62
513	62
2	63
354	63
19	64
0	65
62	65
167	65
228	65
311	65
412	65
479	65
690	65
711	65
2	66
433	66
643	66
864	66
931	66
11	67
287	67
611	67
671	67
886	67
67	68
233	68
362	68
0	69
11	69
86	69
159	69
204	69
290	69
297	69
358	69
501	69
751	69
840	69
921	69
931	69
935	69
0	70
53	70
339	70
467	70
39	71
62	71
63	71
69	71
87	71
124	71
143	71
165	71
207	71
215	71
312	71
475	71
556	71
557	71
592	71
703	71
712	71
832	71
958	71
0	72
68	72
136	72
242	72
621	72
3	73
641	73
0	74
34	74
170	74
359	74
672	74
0	75
714	75
1	76
0	77
2	77
68	77
78	77
176	77
269	77
309	77
349	77
406	77
451	77
515	77
747	77
771	77
793	77
811	77
964	77
1	79
241	79
0	80
44	80
472	80
482	80
931	80
986	80
30	81
2	82
618	82
737	82
1	83
111	83
164	83
223	83
421	83
483	83
68	84
95	84
112	84
0	85
44	85
66	85
69	85
111	85
622	85
837	85
906	85
11	87
119	87
483	87
0	88
19	88
42	88
93	88
303	88
797	88
892	88
921	88
0	89
3	89
172	89
220	89
488	89
769	89
952	89
959	89
967	89
0	90
284	90
801	90
879	90
0	91
201	91
819	91
74	92
176	92
211	92
227	92
333	92
635	92
873	92
977	92
25	93
634	93
0	94
230	94
280	94
303	94
79	95
123	95
441	95
499	95
540	95
753	95
907	95
9	96
671	96
879	96
95	97
190	97
409	97
623	97
0	98
11	99
487	99
11	100
20	100
418	100
1	101
685	101
11	102
25	102
33	102
62	102
112	102
157	102
187	102
221	102
254	102
392	102
459	102
494	102
746	102
868	102
9	103
19	103
42	103
82	103
138	103
221	103
348	103
370	103
493	103
632	103
795	103
890	103
11	104
18	104
995	104
30	105
0	106
256	106
840	106
905	106
4	107
9	107
16	107
424	107
675	107
690	107
951	107
62	108
317	108
0	109
2	110
298	110
323	110
361	110
552	110
3	113
802	113
0	114
123	114
473	114
481	114
0	115
1	115
2	115
11	115
232	115
331	115
510	115
606	115
698	115
756	115
791	115
846	115
915	115
0	116
296	116
25	117
245	117
303	117
0	118
1	120
185	120
243	120
514	120
631	120
1	121
19	122
0	123
564	123
2	124
750	124
877	124
887	124
896	124
0	125
246	125
9	126
273	126
2	127
9	128
32	128
90	128
273	128
287	128
451	128
540	128
586	128
892	128
2	129
341	129
3	130
0	131
0	132
2	132
18	132
19	132
38	132
134	132
208	132
237	132
284	132
289	132
372	132
414	132
506	132
698	132
723	132
952	132
959	132
999	132
0	134
0	135
11	135
50	135
121	135
0	136
677	136
112	137
556	137
19	139
65	139
73	139
334	139
652	139
688	139
783	139
938	139
963	139
0	140
11	141
3	142
87	142
822	142
19	143
112	144
229	144
844	144
53	145
704	145
2	146
179	146
637	146
30	147
193	147
7	148
14	148
129	148
404	148
509	148
625	148
778	148
53	149
158	149
379	149
829	149
833	149
3	150
56	151
93	151
397	151
478	151
571	151
1	152
0	153
79	154
301	154
915	154
3	155
742	155
970	155
11	156
0	157
79	157
112	157
216	157
257	157
9	158
217	158
7	159
11	159
472	159
3	160
86	160
1	161
232	161
9	162
290	162
350	162
535	162
577	162
0	163
220	163
270	163
559	163
0	165
9	166
62	166
174	166
489	166
559	166
678	166
709	166
859	166
917	166
957	166
963	166
984	166
2	167
31	168
278	168
2	169
93	169
0	171
414	171
476	171
0	172
269	172
409	172
800	172
68	173
604	173
971	173
1	174
605	174
941	174
0	175
71	175
239	175
3	176
276	176
984	176
2	177
1	178
51	178
313	178
763	178
930	178
11	179
277	179
324	179
801	179
0	180
5	181
201	181
449	181
514	181
585	181
736	181
816	181
