ABL1	BAX
ABL1	BCL6
ABL1	CCND2
ABL1	CSF1
ABL1	FOXO3
ABL1	JUN
ABL1	PIM1
ASH1L	TGFB1
ASH1L	TIMP1
ATF7	ERBB2
ATF7	TAF12
ATRX	HBA1
ATRX	HBA2
BACH1	HMOX1
BACH1	MMP1
BACH2	IL2
BACH2	XBP1
BCL6	BCL2L1
BCL6	BCL6
BCL6	CCND2
BCL6	CD80
BCL6	CDKN2B
BCL6	FCER2
BCL6	IRF4
BCL6	LITAF
BCL6	NFKB1
BCL6	PDCD2
BCL6	STAT3
BCL6	SUMO1
BCL6	XBP1
BMI1	TERT
BPTF	HOXC8
BTAF1	DR1
CBFB	GATA1
CBFB	RUNX1
CBFB	RUNX2
CDCA7L	MAOB
CEBPA	ALB
CEBPA	CCL2
CEBPA	CD163
CEBPA	CRMP1
CEBPA	CSF1
CEBPA	CSF2RA
CEBPA	CSF3R
CEBPA	CXCR2
CEBPA	DEFA1
CEBPA	DEFA3
CEBPA	ELANE
CEBPA	F9
CEBPA	GAPDH
CEBPA	HAMP
CEBPA	HK3
CEBPA	HOMER3
CEBPA	HSD17B11
CEBPA	ICAM1
CEBPA	ID1
CEBPA	IL10
CEBPA	IL3
CEBPA	IL5
CEBPA	IL6
CEBPA	INSR
CEBPA	ITGAX
CEBPA	LEP
CEBPA	MAD1L1
CEBPA	MSR1
CEBPA	PRL
CEBPA	S100A9
CEBPA	SAA1
CEBPA	SFTPD
CEBPA	SLC10A1
CEBPA	SOCS3
CEBPA	SPI1
CEBPA	SPP1
CEBPA	STAT3
CEBPA	TLR9
CEBPA	VLDLR
CEBPB	ABCB1
CEBPB	ADM
CEBPB	ALB
CEBPB	BCL2L1
CEBPB	BTS1
CEBPB	CR2
CEBPB	CRP
CEBPB	CSF3R
CEBPB	CSH1
CEBPB	CSH2
CEBPB	CSRP1
CEBPB	CXCL8
CEBPB	DAPK1
CEBPB	FURIN
CEBPB	GADD45G
CEBPB	GDF15
CEBPB	GNLY
CEBPB	HBB
CEBPB	HP
CEBPB	IL10
CEBPB	IL13
CEBPB	IL1B
CEBPB	IL24
CEBPB	IL3
CEBPB	IL4
CEBPB	IL5
CEBPB	IL6
CEBPB	INSR
CEBPB	IRF4
CEBPB	MAD1L1
CEBPB	MMP1
CEBPB	OXTR
CEBPB	PLAC1
CEBPB	PRDM1
CEBPB	PRL
CEBPB	PRSS50
CEBPB	PTGS2
CEBPB	PTPN13
CEBPB	S100A9
CEBPB	SAA1
CEBPB	SAA2
CEBPB	SFTPD
CEBPB	SLC10A1
CEBPB	SLC5A8
CEBPB	TFF3
CEBPB	TNFAIP6
CEBPB	TOP1
CEBPB	XBP1
CEBPE	CTSG
CEBPE	GATA1
CEBPE	LTF
CEBPE	MMP2
CEBPE	PRG2
CEBPE	SPI1
CEBPG	HBB
CEBPG	SFTPD
CHD4	CD79A
CHD4	RNF8
CITED2	MMP1
CITED2	MMP13
COPS5	CDKN1B
CREB5	ATP6V0E1
CREB5	CFB
CREB5	DGKG
CREB5	LGALS3BP
CREB5	LY96
CREB5	MAPKAPK3
CREB5	MX1
CREB5	RASGRP3
CREB5	RDX
CREB5	STAT1
CREB5	TGFBR3
CREB5	TNFRSF11B
DACH1	FOS
DACH1	PELP1
DDB1	CDKN2A
DENND4A	ERBB2
DR1	NR1I2
DR1	NR2C2
DR1	PTGS2
EAF1	ELL
EAPP	ABCB1
EAPP	CDKN2A
EAPP	MAOB
EGF	STAT1
EGR3	SPRY1
EHF	DCDC2
EHF	SPRR1B
ELF1	CD68
ELF1	CYBB
ELF1	ERBB2
ELF1	FCER1A
ELF1	FLI1
ELF1	MEIS1
ELF1	TEK
ELF1	TLR9
ELF2	TEK
ELF2	VCP
ELK1	CITED2
ELK1	DAP3
ELK1	EIF2AK1
ELK1	ERBB2
ELK1	FOS
ELK1	FOSL1
ELK1	FUT4
ELK1	MECOM
ELK1	MUC4
ELK1	PTPRZ1
ELK1	SKP2
ELK1	TLR9
ELK1	WISP2
ELK1	ZFP36
ELK4	FOS
ELK4	NR2C2
ELL	BAX
ELL	MDM2
EN1	UTRN
ENO1	MYCN
ENO1	PTGS2
EOMES	IFNG
ERF	ETS2
ERF	PRL
ERF	UTRN
ERG	ADAMTS1
ERG	CDH5
ERG	CRISP3
ERG	CXCL8
ERG	ENG
ERG	EPB41L3
ERG	EPB41L4B
ERG	ERG
ERG	FGF2
ERG	HIST1H4L
ERG	HMOX1
ERG	HPGD
ERG	ICAM1
ERG	ICAM2
ERG	ILK
ERG	KCNN2
ERG	PIM1
ERG	SPP1
ERG	TDRD1
ERG	TFF3
ERG	TMPRSS2
ERG	VWF
ERG	WNT11
ERG	ZEB1
ESR2	AVP
ESR2	CD68
ESR2	CHAT
ESR2	CRH
ESR2	FOS
ESR2	INSR
ESR2	JUN
ESR2	MKNK2
ESR2	OXT
ESR2	PELP1
ESR2	PTPRC
ESR2	TERT
ETS1	ABCB1
ETS1	ANGPT2
ETS1	ANPEP
ETS1	ATXN2
ETS1	BAX
ETS1	EMSY
ETS1	CASP1
ETS1	CD6
ETS1	CD8A
ETS1	CDKN2A
ETS1	CHUK
ETS1	COL1A1
ETS1	CR1
ETS1	CSF2
ETS1	CSF3R
ETS1	CSNK2B
ETS1	CTGF
ETS1	CTSB
ETS1	DUSP6
ETS1	ECE1
ETS1	ERG
ETS1	F13A1
ETS1	FGFBP1
ETS1	FLI1
ETS1	FOXD1
ETS1	GP6
ETS1	GRPR
ETS1	HMOX1
ETS1	HPGD
ETS1	IL2
ETS1	IL3
ETS1	IL5
ETS1	ITGB3
ETS1	CIP2A
ETS1	LCK
ETS1	MDM2
ETS1	MGAT5
ETS1	MMP1
ETS1	MMP10
ETS1	MMP13
ETS1	MMP3
ETS1	MUC4
ETS1	MYB
ETS1	PF4
ETS1	PLAU
ETS1	PRL
ETS1	RHOC
ETS1	TAF12
ETS1	TBXA2R
ETS1	TBXAS1
ETS1	TERT
ETS1	TGFBR2
ETS1	TMEM158
ETS1	TNC
ETS1	TNFSF14
ETS1	TRA
ETS1	TRB
ETS1	VWF
ETS1	WAS
ETS2	ANGPT2
ETS2	ANPEP
ETS2	APP
ETS2	CD163
ETS2	CDKN2A
ETS2	CHRNE
ETS2	CSF2
ETS2	CSF3R
ETS2	CXCL8
ETS2	ERG
ETS2	FLI1
ETS2	ICAM1
ETS2	IL12B
ETS2	IL5
ETS2	LCK
ETS2	MDM2
ETS2	MMP1
ETS2	MMP2
ETS2	MMP3
ETS2	MSR1
ETS2	PDE7A
ETS2	TERT
ETS2	TLR9
ETS2	TNC
ETS2	VWF
ETV3	MMP1
ETV3	NFKB1
ETV3	RELA
ETV4	AGTR1
ETV4	BDKRB1
ETV4	BTS1
ETV4	CCND2
ETV4	CCND3
ETV4	ERBB2
ETV4	ETS1
ETV4	GBA
ETV4	MMP1
ETV4	MMP2
ETV4	MMP7
ETV4	MUC4
ETV4	PLAUR
ETV4	PTGS2
ETV4	SYN2
ETV4	TERT
ETV4	TGFBR2
ETV4	TIMP2
ETV5	ICAM1
ETV5	MMP2
ETV6	GAS2
ETV6	IGFBP5
ETV6	MAD2L1
ETV7	ETS1
ETV7	ETS2
ETV7	ETV6
EWSR1	CCK
EWSR1	PHLDA1
EWSR1	POU4F1
EWSR1	TERT
EWSR1	TGFBR2
FHL2	CDKN1B
FHL2	NFKB1
FHL2	RELA
FLI1	CCK
FLI1	CTGF
FLI1	ERG
FLI1	EYA3
FLI1	FLI1
FLI1	GATA1
FLI1	GP6
FLI1	GP9
FLI1	HMOX1
FLI1	ID2
FLI1	IL10
FLI1	ITGA2B
FLI1	MIR708
FLI1	MMP1
FLI1	MPL
FLI1	PF4
FLI1	PHLDA1
FLI1	TERT
FLI1	TGFBR2
FOS	ACTA1
FOS	BATF3
FOS	BCL2L1
FOS	CASP9
FOS	CCK
FOS	CD40LG
FOS	CLU
FOS	CRP
FOS	CSTA
FOS	CXCL8
FOS	CYP1A2
FOS	ERCC4
FOS	EZR
